table_name,field_name,language,field_value,translation
stops,stop_name,ar,St. Antony Church (Zahraa Al Maadi),كنيسة الأنبا أنطونيوس (زهراء المعادي)
stops,stop_name,ar,Vodafone (Zahraa Al Maadi),فودافون (زهراء المعادي)
stops,stop_name,ar,Degla Azhari Language School (Zahraa Al Maadi),مدرسة دجلة الازهرية للغات (زهراء المعادى)
stops,stop_name,ar,Total Zahraa Al Maadi (Autostrad),محطة بنزين توتال (أوتوستراد زهراء المعادي)
stops,stop_name,ar,Al Shaq Pedestrian Bridge (Autostrad),سلم الاوتوستراد من الشاق
stops,stop_name,ar,Aba Al Kassem Mosque (Autostrad),مسجد ابا القاسم (اوتوستراد)
stops,stop_name,ar,Autostrad Entrance from Al Maasra,مدخل الاوتوستراد من المعصرة
stops,stop_name,ar,Ain Shams University,جامعة عين شمس
stops,stop_name,ar,Al Ismailiya Square,ميدان الاسماعيلية
stops,stop_name,ar,Triumph Square,ميدان تريومف
stops,stop_name,ar,Saint Fatima Square,ميدان سانت فاتيما
stops,stop_name,ar,Al Demerdash Hospital,مستشفى الدمرداش
stops,stop_name,ar,Sultan Abou Al Ela Mosque (Maspero),مسجد السلطان أبو العلا (ماسبيرو)
stops,stop_name,ar,Al Sawy Culture Wheel,ساقية الصاوي
stops,stop_name,ar,Al Tawheed Wal Nour (Mostafa Al Nahas St.),التوحيد والنور (مصطفى النحاس)
stops,stop_name,ar,Tiba Grand Mall (6th of October),طيبة جراند مول (6 أكتوبر)
stops,stop_name,ar,Al Sewedy (Laylat Al Qadr),السويدي (ليلة القدر)
stops,stop_name,ar,Kit Kat District,كيت كات
stops,stop_name,ar,Al Sayeda Khadija Mosque - Al Hegaz Street,مسجد السيدة خديجة (شارع الحجاز)
stops,stop_name,ar,Afendina Dome (Manshiyat Nasser),أفندينا دوم (  منشية ناصر)
stops,stop_name,ar,Maadi Military Hospital,مستشفى المعادى العسكرى
stops,stop_name,ar,Misr Al Qadima,مصر القديمة
stops,stop_name,ar,Al Malek Al Saleh Bridge,كوبري الملك الصالح
stops,stop_name,ar,Fom Al Khalig,فم الخليج
stops,stop_name,ar,Al Mosky (Port Said St.),الموسكي (شارع بورسعيد)
stops,stop_name,ar,Cairo Security Directorate,مديرية أمن القاهرة
stops,stop_name,ar,Al Salam Mosque (Nasr City),مسجد السلام (مدينة نصر)
stops,stop_name,ar,Al Manhal Private School,مدرسة المنهل الخاصة
stops,stop_name,ar,6th Of October University,جامعة 6 اكتوبر
stops,stop_name,ar,Al Maasara Ferry,عبارة المعصرة
stops,stop_name,ar,Tomwa (Abu Al Nomros),طموه (أبو النمرس)
stops,stop_name,ar,Al Tawba Mosque (Abu Al Nomros),مسجد التوبة (أبو النمرس)
stops,stop_name,ar,Al Hawamdeyya Traffic Authority,هيئة مرور الحوامدية
stops,stop_name,ar,Darb Al Saqia (Manshiyat Nasser),درب الساقية ( منشية ناصر )
stops,stop_name,ar,Kasr Al Ainy Hospital,مستشفى القصر العيني
stops,stop_name,ar,Sphinx Square,ميدان سفنكس
stops,stop_name,ar,Al Azhar University Northen Gate,جامعة الأزهر البوابة الشمالية
stops,stop_name,ar,Syndicate Of Commercial Professions (Abbaseya),نقابة المهن التجارية (العباسية)
stops,stop_name,ar,Rehab Square,ميدان الرحاب
stops,stop_name,ar,Al Hekma Pharmaceutical Company - 6th of October,شركة الحكمة للصناعات الدوائية (6 أكتوبر)
stops,stop_name,ar,6th Of October Public Library,مكتبة 6 أكتوبر العامة
stops,stop_name,ar,Haram Mashaal (Al Mansoreya Rd.),الهرم مشعل (طريق المنصورية)
stops,stop_name,ar,Small Industries Association - Al Hegaz Street (6th of October),جمعية الصناعات الصغيرة (6 أكتوبر)
stops,stop_name,ar,Al Hoda Factory (6th of October),مصنع الهدى (6 أكتوبر)
stops,stop_name,ar,American School (Sheikh Zayed),المدرسة الأمريكية (الشيخ زايد)
stops,stop_name,ar,Al Ahly Sporting Club (Nasr City),النادي الاهلي الرياضي (مدينة نصر)
stops,stop_name,ar,1st Settlement Authority,جهاز التجمع الأول
stops,stop_name,ar,Obour,موقف العبور
stops,stop_name,ar,2nd District Entrance - Obour,مدخل الحي الثاني (العبور)
stops,stop_name,ar,Abbaseya Bridge Etrance,أول كوبري العباسية
stops,stop_name,ar,Azhar University City for Boys,مدينة الأزهر الجامعية للبنين
stops,stop_name,ar,Ashrafco Tyres (Nasr City),اشرفكو للاطارات (مدينة نصر)
stops,stop_name,ar,Al Azhar University Southern Gate,جامعة الأزهر البوابة الجنوبية
stops,stop_name,ar,Sun Mall,صن مول
stops,stop_name,ar,Al Salam Mosque (Wahat Rd.),مسجد السلام (طريق الواحات)
stops,stop_name,ar,Al Fardous Compound Entrance (6th of October),مدخل مجمع الفردوس (6 أكتوبر)
stops,stop_name,ar,Al Ashgar District,حي الأشجار
stops,stop_name,ar,Zewail Rd. (Wahat Rd.),طريق زويل (طريق الواحات)
stops,stop_name,ar,Ebny Baitak (Wahat Rd.),طريق ابن بيتك - طريق الواحات
stops,stop_name,ar,Wadi Degla Sporting Club (6th of October),نادي وادي دجلة الرياضي (6 أكتوبر)
stops,stop_name,ar,Dreamland,ارض الاحلام
stops,stop_name,ar,Arab African Bank (Haram St.),البنك العربي الأفريقي (شارع الهرم)
stops,stop_name,ar,Three Pyramids Hotel,فندق ثلاثة أهرامات
stops,stop_name,ar,Radobis Cinema (Haram St.),سينما رادبيس (شارع الهرم)
stops,stop_name,ar,Oriental Weavers (Al Haram),النساجون الشرقيون (الهرم)
stops,stop_name,ar,Giza Metro,مترو الجيزة
stops,stop_name,ar,Ragab Sons (Al Shabab St. Obour),اولاد رجب (شارع الشباب العبور)
stops,stop_name,ar,Al Mostaqbal Square (Obour),ميدان المستقبل (العبور)
stops,stop_name,ar,Misr International University (MIU) (Obour),جامعة مصر الدولية (MIU) (العبور)
stops,stop_name,ar,Epx Logistics For Transportation And Warehousing (Obour),ايبكس لوجيستكس للنقل والتخزين (العبور)
stops,stop_name,ar,Safwa Clinics (Obour),عيادات الصفوة (العبور)
stops,stop_name,ar,Qalyoub Exit to Ring Rd.,مخرج قليوب إلى الطريق الدائري
stops,stop_name,ar,Islamic Studies Institute (Al Waili),معهد الدراسات الاسلامية ( الوايلي )
stops,stop_name,ar,Vehicles Administration (Salah Salem St.),ادارة المركبات ( ش صلاح سالم)
stops,stop_name,ar,Wataneya Gas Station (Al Nasr Company),محطة بنزين الوطنية (شركة النصر)
stops,stop_name,ar,Wadi Hof Metro,مترو وادي هوف
stops,stop_name,ar,Dar Al Mohandeseen Club (Helwan),نادي دار المهندسين( حلوان )
stops,stop_name,ar,Helwan Post Office,بريد حلوان
stops,stop_name,ar,Helwan Public Club,نادي حلوان العام
stops,stop_name,ar,6th of October Garden (Helwan),حديقة 6 أكتوبر  ( حلوان )
stops,stop_name,ar,Al Nasr Hospital (Helwan),مستشفى النصر ( حلوان)
stops,stop_name,ar,Hareer St. (Helwan),ش حرير ( حلوان)
stops,stop_name,ar,Al Fayrouz Medical Center (Helwan),مركز الفيروز الطبي ( حلوان )
stops,stop_name,ar,Farouq Corner Musuem (Helwan),ركن فاروق (حلوان)
stops,stop_name,ar,Education Directorate (Helwan),مديرية التربية والتعليم ( حلوان)
stops,stop_name,ar,Abdullah Al Othaym (Nile Corniche),عبد الله العثيم (كورنيش النيل)
stops,stop_name,ar,Al Maasara Police Station,مركز شرطة المعصرة
stops,stop_name,ar,Al Nakhl (Nile Corniche),النخل (كورنيش النيل)
stops,stop_name,ar,Hadayeq Helwan,حدائق حلوان
stops,stop_name,ar,Mafareq (Hadayeq Helwan),مفارق (حدائق حلوان)
stops,stop_name,ar,Montasser (Nile Corniche),منتصر (كورنيش النيل)
stops,stop_name,ar,Adawy (Nile Corniche),العدوى (كورنيش النيل)
stops,stop_name,ar,Mobil (Nile Corniche Maasara),موبيل (كورنيش النيل المعصرة)
stops,stop_name,ar,Al Masa Hall (Nile Corniche),قاعة الماسة (كورنيش النيل)
stops,stop_name,ar,Al Malek Al Saleh Metro,مترو الملك الصالح
stops,stop_name,ar,National Institute for Tumor Studies (Magra Al Oyoun),المعهد الوطني لدراسات الأورام ( مجرى العيون)
stops,stop_name,ar,National Institute for Diabetes (Magra Al Oyoun),المعهد الوطني للسكري ( مجرى العيون )
stops,stop_name,ar,Al Banhawi,البنهاوي
stops,stop_name,ar,Fom Al Khalig Police Station,مركز شرطة فوم الخليج
stops,stop_name,ar,Al Malek Al Saleh Bridge Entrance,مدخل جسر الملك الصالح
stops,stop_name,ar,Al Khashab Bridge,كوبري الخشاب
stops,stop_name,ar,Al Nada Hospital (Al Manial),مستشفى الندى ( المنيل )
stops,stop_name,ar,Three Brothers Supermarket (Al Manial),سوبر ماركت الاخوة الثلاثة ( المنيل)
stops,stop_name,ar,Alfa Lab (Al Manial),مختبر الفا ( المنيل)
stops,stop_name,ar,River Transport Authority (Zahraa),هيئة النقل النهرى ( الزهراء )
stops,stop_name,ar,Misr Al Qadima Post Office,مكتب بريد مصر القديمه
stops,stop_name,ar,Centeral Al Fustat,سنترال الفسطاط
stops,stop_name,ar,Misr El Qadima Police Department,قسم شرطة مصر القديمة
stops,stop_name,ar,Misr Al Qadima Police Department,قسم شرطة مصر القديمة
stops,stop_name,ar,Al Sayeda Nafeesa,السيدة نفيسة
stops,stop_name,ar,Al Abtal Club ( Ein Al Seera),نادي الابطال ( عين الصيرة)
stops,stop_name,ar,Autostrad Entrance from Al Abageyya,مدخل الاوتوستراد من الاباجية
stops,stop_name,ar,Traffic Department ( Ain El Sira ),ادارة المرور (عين الصيرة)
stops,stop_name,ar,Misr El Qadima District Presidency,رئاسة حى مصر القديمة
stops,stop_name,ar,Al Malek Al Saleh Tunnel Square,ميدان نفق الملك الصالح
stops,stop_name,ar,Catholic Cemetery (Misr Al Qadima),المقبرة الكاثوليكية ( مصر القديمة )
stops,stop_name,ar,Fustat Market,سوق الفسطاط
stops,stop_name,ar,Amr Ibn El Aas,موقف عمرو بن العاص
stops,stop_name,ar,Police Union Club,نادي اتحاد الشرطة
stops,stop_name,ar,Al Moqattam Hospital,مستشفى المقطم
stops,stop_name,ar,Al Farag Butchery (Magra Al Oyoun),ملحمة الفرج ( مجرى العيون )
stops,stop_name,ar,Hospital 57357 (  Magra Al Oyoun ),مستشفى 57357 ( مجرى العيون )
stops,stop_name,ar,Talaat Harb Cultural Center,مركز ثقافة طلعت حرب
stops,stop_name,ar,Red Crescent ( Masaken Zainhom),الهلال الاحمر ( مساكن زينهم)
stops,stop_name,ar,Al Azhar Park Gate,بوابة حديقة الأزهر
stops,stop_name,ar,Ain Shams University Dorms,مساكن جامعة عين شمس
stops,stop_name,ar,Mashyakhet Al Azhar Al Sharif,مشيخة الأزهر الشريف
stops,stop_name,ar,Al Hussein Hospital (Al Darraasa),مستشفى الحسين ( الدراسة )
stops,stop_name,ar,Al Gamaleya Youth Center,مركز شباب الجمالية
stops,stop_name,ar,Qadry Basha (Al Sayeda Zeinab),قدري باشا (السيدة زينب)
stops,stop_name,ar,Al Sayeda Zeinab District Presidency,رئاسة حى السيدة زينب
stops,stop_name,ar,Child Care Club Association - Al Sayeda Zeinab,جمعية نادي رعاية الطفل ( السيدة زينب )
stops,stop_name,ar,Qalaa,القلعة
stops,stop_name,ar,Qalaa Post Office,مكتب بريد قلعة
stops,stop_name,ar,Al Bibany St.,شارع البيباني
stops,stop_name,ar,Berm Al Tounsi St ( Abou Al Reesh ),شارع برم التونسي ( ابو الريش )
stops,stop_name,ar,Madbah ( Magra Al Oyoun),مذبح ( مجرة العيون)
stops,stop_name,ar,Awwel El Zawya Station,موقف أول الزاوية
stops,stop_name,ar,Al Nasr School ( Al Waili ),مدرسة النصر ( الوايلي)
stops,stop_name,ar,Al Anabeeb - Waili,الانابيب ( وايلي )
stops,stop_name,ar,Versay ( Waili ),فيرساي ( الوايلي )
stops,stop_name,ar,Al Garage - Sawah,الجراج ( السواح )
stops,stop_name,ar,Al Garage ( Sawah ),الجراج ( السواح )
stops,stop_name,ar,Amiriyyah,الأميرية
stops,stop_name,ar,Dabsha ( Al Zaytoun),دبشة ( الزيتون)
stops,stop_name,ar,Abou Al Majd Center (Mostorod),مركز ابو المجد (مسطرد)
stops,stop_name,ar,Waei Islami Hospital (Mostorod),مستشفى واى اسلامى ( مسطرد)
stops,stop_name,ar,15th of May School (Mostorod),مدرسة 15 مايو ( مسطرد )
stops,stop_name,ar,Language Institute (Al Qobba),معهد اللغات ( القبة)
stops,stop_name,ar,Abu Khater (Al Matareyya),ابو خاطر ( المطرية )
stops,stop_name,ar,Al Maraziq,المرازيق
stops,stop_name,ar,Versay - Waili,فيرساي ( الوايلي )
stops,stop_name,ar,Al Kawetch (Al Matareyya),الكاوتش ( المطرية )
stops,stop_name,ar,Tabarak (Omar Al Mokhtar St.),تبارك ( شارع عمر المختار )
stops,stop_name,ar,Sayyed Al Abedeen Pharmacy (Cablat St.),صيدلية سيد العابدين ( شارع الكابلات )
stops,stop_name,ar,Dokki Metro,مترو الدقي
stops,stop_name,ar,Ali Abdel Halim St. & Tahrir St.,ش على عبد الحليم & ش التحرير
stops,stop_name,ar,Faisal Islamic Bank (Tahrir St.),بنك فيصل الاسلامي ( شارع التحرير)
stops,stop_name,ar,Judges Club (Al Dokki),نادي القضاة ( الدقي)
stops,stop_name,ar,Galaa Bridge Exit to Dokki,مخرج جسر الجلاء ( الدقي )
stops,stop_name,ar,State Council (Dokki),مجلس الدولة ( الدقي)
stops,stop_name,ar,Simsima (Dokki),سمسمة ( الدقي)
stops,stop_name,ar,Czesch Republic Embassy (Dokki),سفارة جمهورية التشيك ( الدقي )
stops,stop_name,ar,Bein Al Sarayat Youth Center,مركز شباب السرايات
stops,stop_name,ar,Research Institute of Ophthalmology (Al Giza),معهد بحوث طب وجراحة العيون ( الجيزة)
stops,stop_name,ar,Research Institute of Ophthalmology - Giza,معهد بحوث طب وجراحة العيون ( الجيزة)
stops,stop_name,ar,Egyptian Parlimant,البرلمان المصري
stops,stop_name,ar,Atfal Misr Hospital (Abou Al Reesh),مستشفى اطفال مصر ( ابو الريش )
stops,stop_name,ar,Sheikh Ali Youssef School (Downtown),مدرسة الشيخ علي يوسف ( وسط البلد)
stops,stop_name,ar,Al Mounira School (Downtown),مدرسة المنيرة ( وسط البلد)
stops,stop_name,ar,Talaat Harb Square (Downtown),ميدان طلعت حرب (وسط البلد)
stops,stop_name,ar,Talaat Harb Mall (Downtown),طلعت حرب مول (وسط البلد)
stops,stop_name,ar,Mohammed Farid Post Office,مكتب بريد محمد فريد
stops,stop_name,ar,Abd El Aziz St. (Ataba),شارع عبد العزيز (العتبة)
stops,stop_name,ar,Bab Al Sheareyya Metro,مترو باب الشعرية
stops,stop_name,ar,Port Said St. Pedestrian Al Mosky,سلم الموسكي من شارع بورسعيد
stops,stop_name,ar,Al Huda Mosuqe (Al Mosky),مسجد الهدى ( الموسكي )
stops,stop_name,ar,Al Darraasa Traffic Department,ادارة مرور الدراسة
stops,stop_name,ar,Industrial Technical Institute (Al Azhar),المعهد الفني الصناعي ( الأزهر)
stops,stop_name,ar,Al Mounira Hospital,مستشفى المنيرة
